step,loss_total,loss_action,loss_video,step_time_s,samples_per_s
67,0.0034973504953086376,0.0008662998443469405,0.0026310505345463753,0.0023897960782051086,53561.05534164918
68,0.0035025516990572214,0.0008437244687229395,0.002658827230334282,0.002393830567598343,53470.78516438968
69,0.0032620264682918787,0.000722167023923248,0.0025398593861609697,0.002391405403614044,53525.01077674168
70,0.003375934436917305,0.0007111851591616869,0.002664749277755618,0.002390436828136444,53546.6984500014
71,0.003181302919983864,0.0006282642716541886,0.0025530385319143534,0.002376208081841469,53867.33635751503
72,0.0032808459363877773,0.0006625390378758311,0.002618307014927268,0.002385975793004036,53646.81417779308
73,0.0032461872324347496,0.000613509095273912,0.0026326782535761595,0.0023825298994779587,53724.40447779747
74,0.0031983903609216213,0.0006410034839063883,0.002557386877015233,0.0023903939872980118,53547.65811835276
75,0.0031621819362044334,0.0006099381716921926,0.002552243648096919,0.0023823287338018417,53728.94100795698
76,0.0031795045360922813,0.0005960235139355063,0.002583480905741453,0.002393200993537903,53484.85160486909
77,0.0030185598880052567,0.0005446638097055256,0.002473896136507392,0.0023834016174077988,53704.75502958395
78,0.003157272469252348,0.0005655417335219681,0.0025917307939380407,0.0023966562002897263,53407.74366574829
79,0.0030027851462364197,0.0005188861396163702,0.0024838990066200495,0.002390274778008461,53550.328680892315
80,0.00306064379401505,0.0005287830717861652,0.0025318607222288847,0.002393040806055069,53488.431821189115
81,0.003049279795959592,0.0004877756000496447,0.002561504254117608,0.0023896116763353348,53565.18854824918
82,0.0029298511799424887,0.00044727238127961755,0.002482578856870532,0.002390235662460327,53551.20501726868
83,0.002931357827037573,0.0004457905306480825,0.0024855672381818295,0.0023940224200487137,53466.50011631698
84,0.0029540343675762415,0.0004334324912633747,0.002520601963624358,0.002379864454269409,53784.575743535155
85,0.002796256449073553,0.0003798363031819463,0.002416420029476285,0.002396475523710251,53411.77021571618
86,0.0029350449331104755,0.0004020037013106048,0.00253304117359221,0.00238824263215065,53595.89443587396
87,0.0028040402103215456,0.00037658214569091797,0.0024274580646306276,0.002398518845438957,53366.268204815584
88,0.0028613090980798006,0.00039542681770399213,0.0024658823385834694,0.002394281327724457,53460.71847022763
89,0.0028906636871397495,0.00038352550473064184,0.002507138065993786,0.002393871545791626,53469.86985371927
90,0.002771087223663926,0.000345886975992471,0.002425200305879116,0.002384895458817482,53671.115656980226
91,0.0027872566133737564,0.0003578314499463886,0.002429425250738859,0.002391718327999115,53518.007744282906
92,0.0028631098102778196,0.00038776639848947525,0.0024753434117883444,0.0023946613073349,53452.23544053316
93,0.0026974999345839024,0.000325743923895061,0.0023717558942735195,0.0023932531476020813,53483.686056466504
94,0.0028431343380361795,0.0003560878976713866,0.0024870464112609625,0.002399720251560211,53339.55069003524
95,0.002716598566621542,0.00033332413295283914,0.0023832744918763638,0.0023959167301654816,53424.22730658059
96,0.002763723721727729,0.00035233021480962634,0.0024113934487104416,0.0024052150547504425,53217.69450394567
97,0.002804565243422985,0.00034147134283557534,0.0024630939587950706,0.002387329936027527,53616.38459281822
98,0.002697745570912957,0.00031886243959888816,0.002378883073106408,0.002405703067779541,53206.89893709274
99,0.002708654385060072,0.0003245080588385463,0.002384146209806204,0.0023972485214471817,53394.54748009538
100,0.0027770057786256075,0.0003445209003984928,0.0024324848782271147,0.002401106059551239,53308.76555445572
101,0.002638773061335087,0.00031130778370425105,0.002327465219423175,0.0023883990943431854,53592.38340994274
102,0.002759042661637068,0.0003178861807100475,0.0024411564227193594,0.002402516081929207,53277.47895748391
103,0.0026522683911025524,0.00030998123111203313,0.00234228721819818,0.002386929467320442,53625.38011803604
104,0.0026690494269132614,0.00030512845842167735,0.002363920910283923,0.002391647547483444,53519.591603154506
105,0.00273793563246727,0.0003161877393722534,0.0024217478930950165,0.0023816004395484924,53745.37133704361
106,0.0026180031709372997,0.0002831263991538435,0.002334876684471965,0.002397799864411354,53382.27009676775
107,0.0026465828996151686,0.0003075725689996034,0.0023390103597193956,0.0023973677307367325,53391.8924322321
108,0.0026934747584164143,0.0003002698649652302,0.002393204951658845,0.002400774508714676,53316.12758106487
109,0.002572837518528104,0.000285218091448769,0.0022876195143908262,0.002398259937763214,53372.02943871956
110,0.0026780017651617527,0.0002795265172608197,0.002398475306108594,0.0023921187967061996,53509.04820289365
111,0.0026046596467494965,0.00030351337045431137,0.002301146276295185,0.002392629161477089,53497.63434337615
112,0.002589415293186903,0.0002736676251515746,0.00231574778445065,0.0023962855339050293,53416.00497475313
113,0.002681284211575985,0.0003033957618754357,0.002377888420596719,0.0024062544107437134,53194.70768697246
114,0.0025531970895826817,0.0002630508679430932,0.002290146192535758,0.0023903343826532364,53548.99336632637
115,0.0025896464940160513,0.0002968973130919039,0.0022927492391318083,0.002396557480096817,53409.94366420496
116,0.002626378322020173,0.00027432144270278513,0.0023520567920058966,0.0023878496140241623,53604.71582809854
117,0.0025182366371154785,0.00027194153517484665,0.002246295101940632,0.0024004150182008743,53324.112301187306
118,0.002611426869407296,0.0002590787480585277,0.0023523480631411076,0.0023873597383499146,53615.71527903478
119,0.0025467253290116787,0.000287365895928815,0.002259359462186694,0.002391848713159561,53515.090354906184
120,0.002524689305573702,0.0002590967924334109,0.002265592571347952,0.0023841727524995804,53687.38480288564
121,0.0026083840057253838,0.00027447595493867993,0.0023339081089943647,0.0023895930498838425,53565.60607933725
122,0.0025010844692587852,0.0002558270643930882,0.0022452573757618666,0.002564001828432083,49921.961279674084
123,0.002521487884223461,0.0002773319720290601,0.00224415585398674,0.003688998520374298,34697.76398473933
124,0.0025750554632395506,0.0002664682106114924,0.002308587310835719,0.003716500476002693,34441.001912011394
125,0.0024529006332159042,0.0002497062087059021,0.002203194424510002,0.0036857184022665024,34728.64338232879
126,0.002550516976043582,0.00024654369917698205,0.0023039733059704304,0.003684910014271736,34736.2620808251
127,0.0024787005968391895,0.000264644215349108,0.0022140564396977425,0.0036957692354917526,34634.197062622756
128,0.0024630529806017876,0.0002490471815690398,0.002214005682617426,0.0036897175014019012,34691.00275329118
129,0.0025393280666321516,0.0002516905660741031,0.0022876374423503876,0.0036757607012987137,34822.72389352638
130,0.002442260505631566,0.0002441629476379603,0.0021980975288897753,0.003683505579829216,34749.50620434099
131,0.0024483168963342905,0.0002567870542407036,0.002191529842093587,0.0036991089582443237,34602.92774418614
132,0.0025154303293675184,0.0002511250495444983,0.0022643052507191896,0.0036912914365530014,34676.21080592023
133,0.0023882498499006033,0.00022946677927393466,0.0021587831433862448,0.003696070984005928,34631.36951478925
134,0.0024899824056774378,0.0002369079302297905,0.0022530744317919016,0.0036891568452119827,34696.27488625927
135,0.0024085133336484432,0.00024048956402111799,0.0021680237259715796,0.0036750007420778275,34829.9249397238
136,0.002396168652921915,0.00023543063434772193,0.0021607379894703627,0.0036850906908512115,34734.55899410539
137,0.0024730500299483538,0.00023398472694680095,0.002239065244793892,0.003688013181090355,34707.034306790905
138,0.0023842202499508858,0.0002345653047086671,0.002149655018001795,0.0036853402853012085,34732.206551053496
139,0.0023790544364601374,0.00023991585476323962,0.002139138523489237,0.003684377297759056,34741.284525299096
140,0.0024541099555790424,0.00023558910470455885,0.0022185209672898054,0.0036721061915159225,34857.37975000089
141,0.002331454074010253,0.0002172922540921718,0.0021141618490219116,0.0036938879638910294,34651.8360197283
142,0.002427301835268736,0.0002255613508168608,0.0022017403971403837,0.0037415064871311188,34210.81867431073
143,0.0023485992569476366,0.0002275850420119241,0.0021210142876952887,0.0036815423518419266,34768.03680825778
144,0.002331425901502371,0.0002233137929579243,0.002108112210407853,0.003681054338812828,34772.646154764756
145,0.0024151362013071775,0.00022384244948625565,0.002191293751820922,0.003681262955069542,34770.67559754964
146,0.0023249227087944746,0.0002241013862658292,0.002100821351632476,0.00368698313832283,34716.73050781183
147,0.002316155703738332,0.00022913113934919238,0.0020870245061814785,0.003691263496875763,34676.47327489287
148,0.0023967954330146313,0.00022304628510028124,0.002173749031499028,0.0036767031997442245,34813.7973195401
149,0.002277780557051301,0.00020842642697971314,0.0020693540573120117,0.00367015041410923,34875.954813167096
150,0.0023676385171711445,0.00021691599977202713,0.002150722546502948,0.003684587776660919,34739.29995935592
151,0.0022925403900444508,0.00021728858700953424,0.002075251890346408,0.0036921631544828415,34668.023769369116
152,0.0022723893634974957,0.00021450070198625326,0.002057888777926564,0.0036817844957113266,34765.750181494586
153,0.0023606023751199245,0.00021516044216696173,0.002145441947504878,0.0036815963685512543,34767.52668852977
154,0.002269348595291376,0.00021636074234265834,0.002052987925708294,0.003700096160173416,34593.69553087531
155,0.002256083767861128,0.0002195914275944233,0.0020364923402667046,0.0036859624087810516,34726.34438567962
156,0.0023444558028131723,0.00021395317162387073,0.002130502602085471,0.00370173342525959,34578.39484782019
157,0.0022291303612291813,0.0002031417388934642,0.0020259886514395475,0.0037319399416446686,34298.515517800726
158,0.0023110222537070513,0.00020888863946311176,0.002102133585140109,0.0037292633205652237,34323.1327469254
159,0.0022418485023081303,0.00020974650396965444,0.002032102085649967,0.0036852117627859116,34733.417843873314
160,0.0022191049065440893,0.00020798781770281494,0.002011117059737444,0.003689737990498543,34690.81011432607
