step,loss_total,loss_action,step_time_s,samples_per_s
37,0.007266344036906958,0.007266344036906958,0.0021660197526216507,59094.56727948796
38,0.006534373853355646,0.006534373853355646,0.002166973426938057,59068.56005191746
39,0.006479249335825443,0.006479249335825443,0.002161910757422447,59206.88426223887
40,0.005867594853043556,0.005867594853043556,0.0021602194756269455,59253.238591810885
41,0.005196923390030861,0.005196923390030861,0.0021662116050720215,59089.33351677077
42,0.005059910472482443,0.005059910472482443,0.0021598394960165024,59263.66298795659
43,0.004319780506193638,0.004319780506193638,0.002161804586648941,59209.79203694609
44,0.004334364086389542,0.004334364086389542,0.002152595669031143,59463.09464499258
45,0.004295431077480316,0.004295431077480316,0.0021594595164060593,59274.09105266653
46,0.003696950851008296,0.003696950851008296,0.002157554030418396,59326.44012404086
47,0.003949651028960943,0.003949651028960943,0.002155061811208725,59395.04813006162
48,0.003539562225341797,0.003539562225341797,0.0021589957177639008,59286.82440026848
49,0.0032991464249789715,0.0032991464249789715,0.00215703621506691,59340.681953283536
50,0.00316039752215147,0.00316039752215147,0.002161853015422821,59208.465648144636
51,0.002829741220921278,0.002829741220921278,0.002162948250770569,59178.484716127125
52,0.0025782675947993994,0.0025782675947993994,0.0021739471703767776,58879.075694289146
53,0.002883602399379015,0.002883602399379015,0.0021555889397859573,59380.52364135342
54,0.0024062367156147957,0.0024062367156147957,0.0021541155874729156,59421.13818978592
55,0.0024962981697171926,0.0024962981697171926,0.002163287252187729,59169.21105625423
56,0.0021937235724180937,0.0021937235724180937,0.0021645277738571167,59135.300339393776
57,0.002089950954541564,0.002089950954541564,0.002160070464015007,59257.326153185495
58,0.0019246849697083235,0.0019246849697083235,0.0021711010485887527,58956.26096408634
59,0.0016434495337307453,0.0016434495337307453,0.0021664034575223923,59084.10068103714
60,0.001529996981844306,0.001529996981844306,0.0021546389907598495,59406.70365148263
61,0.0016775300027802587,0.0016775300027802587,0.0021615121513605118,59217.802647759105
62,0.0013129604049026966,0.0013129604049026966,0.002149108797311783,59559.57193051792
63,0.0012881321599707007,0.0012881321599707007,0.0021589379757642746,59288.41005943553
64,0.0011708008823916316,0.0011708008823916316,0.0021633170545101166,59168.395928439444
65,0.0011221294989809394,0.0011221294989809394,0.0021616723388433456,59213.414401411756
66,0.0008627927163615823,0.0008627927163615823,0.002148998901247978,59562.61770337209
67,0.0008913768688216805,0.0008913768688216805,0.002153288573026657,59443.96009127727
68,0.0008203283068723977,0.0008203283068723977,0.002153707668185234,59432.39274801667
69,0.0007599865784868598,0.0007599865784868598,0.002166539430618286,59080.39253339203
70,0.0006642203079536557,0.0006642203079536557,0.0021692588925361633,59006.32720253612
71,0.000704111298546195,0.000704111298546195,0.0021522771567106247,59471.894500625276
72,0.0006565020885318518,0.0006565020885318518,0.0021541882306337357,59419.13440049943
73,0.0006446727784350514,0.0006446727784350514,0.002158217132091522,59308.212365062434
74,0.0006064613116905093,0.0006064613116905093,0.0021586883813142776,59295.265174897344
75,0.0006113167619332671,0.0006113167619332671,0.0021506417542696,59517.11843494423
76,0.0005846965359523892,0.0005846965359523892,0.0021543502807617188,59414.66489597167
77,0.0006121770711615682,0.0006121770711615682,0.0021570250391960144,59340.98940627472
78,0.0005384888499975204,0.0005384888499975204,0.002160118892788887,59255.99763388103
79,0.0005200319574214518,0.0005200319574214518,0.002165611833333969,59105.69845887082
80,0.0005181654123589396,0.0005181654123589396,0.0021485406905412674,59575.32038536995
81,0.00046444073086604476,0.00046444073086604476,0.002159278839826584,59279.0507826585
82,0.00045146432239562273,0.00045146432239562273,0.0021685566753149033,59025.4345007666
83,0.0004517229972407222,0.0004517229972407222,0.002164609730243683,59133.06136048381
84,0.00042287970427423716,0.00042287970427423716,0.002157514914870262,59327.515706975784
85,0.00041353271808475256,0.00041353271808475256,0.002156803384423256,59347.08788220308
86,0.00040689267916604877,0.00040689267916604877,0.0021593570709228516,59276.9031688197
87,0.0003809785994235426,0.0003809785994235426,0.0021655727177858353,59106.76605257205
88,0.00036304883542470634,0.00036304883542470634,0.002169940620660782,58987.78924237196
89,0.0003639846108853817,0.0003639846108853817,0.002148246392607689,59583.48187640842
90,0.0003343543503433466,0.0003343543503433466,0.002157377079129219,59331.306167239236
91,0.0003880987933371216,0.0003880987933371216,0.0021620653569698334,59202.6506448417
92,0.0003190248098690063,0.0003190248098690063,0.002162553369998932,59189.29066710766
93,0.00034904677886515856,0.00034904677886515856,0.002161983400583267,59204.89489672665
94,0.00032685365295037627,0.00032685365295037627,0.002161651849746704,59213.97565246164
95,0.0003527289954945445,0.0003527289954945445,0.002162804827094078,59182.40906276294
96,0.0003135305014438927,0.0003135305014438927,0.0021626651287078857,59186.23197872311
97,0.0003462829627096653,0.0003462829627096653,0.0021728146821260452,58909.76393566854
98,0.0002761576324701309,0.0002761576324701309,0.0021551810204982758,59391.76281833
99,0.00034869526280090213,0.00034869526280090213,0.0021582674235105515,59306.830379620114
100,0.00027967666392214596,0.00027967666392214596,0.0021606702357530594,59240.87715096797
101,0.00033835985232144594,0.00033835985232144594,0.00215841643512249,59302.73598604062
102,0.00027133026742376387,0.00027133026742376387,0.002159537747502327,59271.94379817715
103,0.0003247538988944143,0.0003247538988944143,0.0021538399159908295,59428.743542955584
104,0.00028785894392058253,0.00028785894392058253,0.0021614041179418564,59220.76253000056
105,0.0003051041276194155,0.0003051041276194155,0.0021670814603567123,59065.615364053076
106,0.0002574651734903455,0.0002574651734903455,0.0021736957132816315,58885.886933437534
107,0.00029518044902943075,0.00029518044902943075,0.0021538883447647095,59427.40732643814
108,0.0002600983716547489,0.0002600983716547489,0.0021607689559459686,59238.1705817143
109,0.00030128774233162403,0.00030128774233162403,0.002156561240553856,59353.75151559646
110,0.00024247739929705858,0.00024247739929705858,0.002161772921681404,59210.65932329421
111,0.00027588079683482647,0.00027588079683482647,0.0021566003561019897,59352.67498117145
112,0.0002692974521778524,0.0002692974521778524,0.0021623261272907257,59195.510975200064
113,0.0002642480831127614,0.0002642480831127614,0.002164917066693306,59124.666699361
114,0.00023460076772607863,0.00023460076772607863,0.0021614711731672287,59218.925326882854
115,0.0002570736105553806,0.0002570736105553806,0.0021797195076942444,58723.15201482104
116,0.00024349597515538335,0.00024349597515538335,0.002165410667657852,59111.18935164716
117,0.0002609735820442438,0.0002609735820442438,0.0021624229848384857,59192.85953647986
118,0.00022629994782619178,0.00022629994782619178,0.0021650586277246475,59120.80086926822
119,0.00024380494141951203,0.00024380494141951203,0.0021655596792697906,59107.12192570956
120,0.00025396764976903796,0.00025396764976903796,0.0021561142057180405,59366.05754024647
121,0.0002335927274543792,0.0002335927274543792,0.0021663829684257507,59084.659483366406
122,0.00022660101240035146,0.00022660101240035146,0.0021607931703329086,59237.50674400703
123,0.00022922182688489556,0.00022922182688489556,0.0021647587418556213,59128.99092407821
124,0.00023077632067725062,0.00023077632067725062,0.002174416556954384,58866.3655961507
125,0.00023280942696146667,0.00023280942696146667,0.002157745882868767,59321.16521053045
126,0.00021621216728817672,0.00021621216728817672,0.002162884920835495,59180.21748034344
127,0.00021818885579705238,0.00021818885579705238,0.002171400934457779,58948.11868631848
128,0.00023884180700406432,0.00023884180700406432,0.002573048695921898,49746.43511522772
129,0.00021253673185128719,0.00021253673185128719,0.0033276956528425217,38465.05610892097
130,0.00021601529442705214,0.00021601529442705214,0.0033568087965250015,38131.45393699717
131,0.00020743886125274003,0.00020743886125274003,0.0033219903707504272,38531.117105882884
132,0.00021708481654059142,0.00021708481654059142,0.003333665430545807,38396.17462123159
133,0.00021294469479471445,0.00021294469479471445,0.0033226031810045242,38524.010550456915
134,0.00020660202426370233,0.00020660202426370233,0.003311663866043091,38651.26570135258
135,0.00019978148338850588,0.00019978148338850588,0.00332476943731308,38498.910199151585
136,0.00022064315271563828,0.00022064315271563828,0.003329019993543625,38449.75405622256
137,0.0002006511203944683,0.0002006511203944683,0.003347571939229965,38236.66894204029
138,0.00019872338452842087,0.00019872338452842087,0.003315594047307968,38605.44993556346
139,0.00019651916227303445,0.00019651916227303445,0.0033268947154283524,38474.316426788224
140,0.0001976264757104218,0.0001976264757104218,0.0033288057893514633,38452.22824637591
141,0.00020214934193063527,0.00020214934193063527,0.0033132582902908325,38632.66572820206
142,0.00019061786588281393,0.00019061786588281393,0.003329116851091385,38448.63539651297
143,0.0001915253815241158,0.0001915253815241158,0.0033094119280576706,38677.5665231631
144,0.0001975398772628978,0.0001975398772628978,0.003329979255795479,38438.67789183054
145,0.00019114343740511686,0.00019114343740511686,0.003322456032037735,38525.716748611056
146,0.0001843260251916945,0.0001843260251916945,0.0033241678029298782,38505.87803876281
147,0.00018732099852059036,0.00018732099852059036,0.003344537690281868,38271.35821250456
148,0.00018301341333426535,0.00018301341333426535,0.003317205235362053,38586.69901864832
149,0.00019372471433598548,0.00019372471433598548,0.003340410068631172,38318.6487198117
150,0.00018113484838977456,0.00018113484838977456,0.003376949578523636,37904.030552911056
151,0.00018564527272246778,0.00018564527272246778,0.0033352412283420563,38378.033622362185
152,0.00018754802295006812,0.00018754802295006812,0.0033434852957725525,38283.40449465744
153,0.00018172863929066807,0.00018172863929066807,0.0033333376049995422,38399.950790468334
154,0.00017780369671527296,0.00017780369671527296,0.003336239606142044,38366.54890264805
155,0.00018103164620697498,0.00018103164620697498,0.0033243801444768906,38503.418513270386
156,0.00017503014532849193,0.00017503014532849193,0.0033342596143484116,38389.3322071185
157,0.00018637446919456124,0.00018637446919456124,0.00334988534450531,38210.26299003145
158,0.00017497599765192717,0.00017497599765192717,0.0033358801156282425,38370.68346681095
159,0.00018008446204476058,0.00018008446204476058,0.0033349767327308655,38381.077368172955
160,0.0001828587701311335,0.0001828587701311335,0.003331804648041725,38417.6185345177
