step,train_loss,train_action_loss,train_future_loss,val_loss,steps_per_sec,gpu_mem_alloc_mb,gpu_mem_reserved_mb
3400.0,0.018017683178186417,0.013043554499745369,0.004974128678441048,nan,111.67832977978763,33.51025390625,46.0
3500.0,0.013353380374610424,0.009355006739497185,0.003998373635113239,0.018220751732587814,133.56167538782432,33.51025390625,46.0
3600.0,0.013180729001760483,0.008782163262367249,0.004398565273731947,nan,128.0153576773825,33.51025390625,46.0
3700.0,0.011417611502110958,0.008004405535757542,0.003413205733522773,nan,130.32523354817738,33.51025390625,46.0
3800.0,0.01410624198615551,0.009634776972234249,0.0044714645482599735,nan,134.26166076498137,33.51025390625,46.0
3900.0,0.013109860941767693,0.008792763575911522,0.004317097831517458,nan,131.29897605265995,33.51025390625,46.0
4000.0,0.012311534956097603,0.008294069208204746,0.004017466213554144,0.018150263093411924,130.59458052020227,33.51025390625,46.0
4100.0,0.010107014328241348,0.006681906990706921,0.0034251075703650713,nan,128.253445175951,33.51025390625,46.0
4200.0,0.008695848286151886,0.005833008326590061,0.002862839726731181,nan,113.63067437731827,33.51025390625,46.0
4300.0,0.011130099184811115,0.007580576464533806,0.003549522953107953,nan,131.50368846803403,33.51025390625,46.0
4400.0,0.009429365396499634,0.0062263403087854385,0.0032030255533754826,nan,135.54464706652035,33.51025390625,46.0
4500.0,0.010494297370314598,0.00709123071283102,0.0034030668903142214,0.01734716333448887,131.04917485550936,33.51025390625,46.0
4600.0,0.009720280766487122,0.006573783233761787,0.0031464979983866215,nan,115.70332257300942,33.51025390625,46.0
4700.0,0.009631986729800701,0.006576830521225929,0.0030551564414054155,nan,123.37815511512778,33.51025390625,46.0
4800.0,0.007989374920725822,0.005223079584538937,0.0027662955690175295,nan,128.4147591000785,33.51025390625,46.0
4900.0,0.013471066951751709,0.009492291137576103,0.0039787753485143185,nan,132.67017059276205,33.51025390625,46.0
5000.0,0.009945960715413094,0.00695189880207181,0.0029940614476799965,0.017375178821384906,112.60201185498947,33.51025390625,46.0
