timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/06/02 01:00:04.207, 1, 0 %, 0 %, 18 MiB, 29.71 W
2026/06/02 01:00:05.208, 0, 38 %, 25 %, 1802 MiB, 175.42 W
2026/06/02 01:00:05.209, 1, 0 %, 0 %, 18 MiB, 29.40 W
2026/06/02 01:00:06.209, 0, 38 %, 25 %, 1802 MiB, 168.50 W
2026/06/02 01:00:06.210, 1, 0 %, 0 %, 18 MiB, 28.97 W
2026/06/02 01:00:07.212, 0, 37 %, 24 %, 1802 MiB, 169.27 W
2026/06/02 01:00:07.213, 1, 0 %, 0 %, 18 MiB, 29.04 W
2026/06/02 01:00:08.213, 0, 33 %, 22 %, 1802 MiB, 171.36 W
2026/06/02 01:00:08.214, 1, 0 %, 0 %, 18 MiB, 28.80 W
2026/06/02 01:00:09.215, 0, 37 %, 24 %, 1802 MiB, 171.43 W
2026/06/02 01:00:09.215, 1, 0 %, 0 %, 18 MiB, 28.89 W
2026/06/02 01:00:10.216, 0, 37 %, 24 %, 1802 MiB, 170.60 W
2026/06/02 01:00:10.217, 1, 0 %, 0 %, 18 MiB, 28.85 W
2026/06/02 01:00:11.217, 0, 38 %, 25 %, 1802 MiB, 170.03 W
2026/06/02 01:00:11.218, 1, 0 %, 0 %, 18 MiB, 28.86 W
2026/06/02 01:00:12.219, 0, 38 %, 25 %, 1802 MiB, 172.19 W
2026/06/02 01:00:12.219, 1, 0 %, 0 %, 18 MiB, 28.85 W
2026/06/02 01:00:13.220, 0, 38 %, 25 %, 1802 MiB, 169.95 W
2026/06/02 01:00:13.221, 1, 0 %, 0 %, 18 MiB, 28.88 W
2026/06/02 01:00:14.222, 0, 38 %, 25 %, 1802 MiB, 170.49 W
2026/06/02 01:00:14.222, 1, 0 %, 0 %, 18 MiB, 28.91 W
2026/06/02 01:00:15.223, 0, 32 %, 22 %, 1802 MiB, 190.93 W
2026/06/02 01:00:15.224, 1, 0 %, 0 %, 18 MiB, 28.81 W
2026/06/02 01:00:16.225, 0, 35 %, 24 %, 1802 MiB, 196.92 W
2026/06/02 01:00:16.226, 1, 0 %, 0 %, 18 MiB, 29.66 W
2026/06/02 01:00:17.227, 0, 38 %, 24 %, 1802 MiB, 184.83 W
2026/06/02 01:00:17.227, 1, 0 %, 0 %, 18 MiB, 29.78 W
2026/06/02 01:00:18.228, 0, 36 %, 24 %, 1802 MiB, 171.03 W
2026/06/02 01:00:18.229, 1, 0 %, 0 %, 18 MiB, 29.44 W
2026/06/02 01:00:19.229, 0, 37 %, 24 %, 1802 MiB, 172.49 W
2026/06/02 01:00:19.230, 1, 0 %, 0 %, 18 MiB, 29.03 W
2026/06/02 01:00:20.231, 0, 38 %, 25 %, 1802 MiB, 169.09 W
2026/06/02 01:00:20.231, 1, 0 %, 0 %, 18 MiB, 28.95 W
2026/06/02 01:00:21.232, 0, 38 %, 25 %, 1802 MiB, 169.23 W
2026/06/02 01:00:21.233, 1, 0 %, 0 %, 18 MiB, 28.86 W
2026/06/02 01:00:22.234, 0, 39 %, 25 %, 1802 MiB, 172.57 W
2026/06/02 01:00:22.234, 1, 0 %, 0 %, 18 MiB, 28.83 W
2026/06/02 01:00:23.235, 0, 38 %, 25 %, 1802 MiB, 170.27 W
2026/06/02 01:00:23.236, 1, 0 %, 0 %, 18 MiB, 28.63 W
2026/06/02 01:00:24.236, 0, 37 %, 24 %, 1802 MiB, 170.49 W
2026/06/02 01:00:24.237, 1, 0 %, 0 %, 18 MiB, 28.76 W
2026/06/02 01:00:25.238, 0, 37 %, 24 %, 1802 MiB, 172.46 W
2026/06/02 01:00:25.238, 1, 0 %, 0 %, 18 MiB, 28.88 W
2026/06/02 01:00:26.239, 0, 35 %, 24 %, 1802 MiB, 200.10 W
2026/06/02 01:00:26.240, 1, 0 %, 0 %, 18 MiB, 28.93 W
2026/06/02 01:00:27.241, 0, 36 %, 25 %, 1802 MiB, 202.23 W
2026/06/02 01:00:27.242, 1, 0 %, 0 %, 18 MiB, 29.36 W
2026/06/02 01:00:28.242, 0, 38 %, 25 %, 1802 MiB, 180.35 W
2026/06/02 01:00:28.243, 1, 0 %, 0 %, 18 MiB, 29.37 W
2026/06/02 01:00:29.244, 0, 31 %, 21 %, 1802 MiB, 169.73 W
2026/06/02 01:00:29.245, 1, 0 %, 0 %, 18 MiB, 28.89 W
2026/06/02 01:00:30.245, 0, 37 %, 25 %, 1802 MiB, 172.93 W
2026/06/02 01:00:30.246, 1, 0 %, 0 %, 18 MiB, 28.48 W
2026/06/02 01:00:31.247, 0, 38 %, 25 %, 1802 MiB, 172.03 W
2026/06/02 01:00:31.247, 1, 0 %, 0 %, 18 MiB, 28.57 W
2026/06/02 01:00:32.248, 0, 38 %, 25 %, 1802 MiB, 173.43 W
2026/06/02 01:00:32.249, 1, 0 %, 0 %, 18 MiB, 28.64 W
2026/06/02 01:00:33.250, 0, 31 %, 21 %, 1802 MiB, 180.78 W
2026/06/02 01:00:33.250, 1, 0 %, 0 %, 18 MiB, 28.82 W
2026/06/02 01:00:34.251, 0, 36 %, 25 %, 1802 MiB, 206.37 W
2026/06/02 01:00:34.251, 1, 0 %, 0 %, 18 MiB, 29.30 W
2026/06/02 01:00:35.252, 0, 37 %, 25 %, 1802 MiB, 205.91 W
2026/06/02 01:00:35.253, 1, 0 %, 0 %, 18 MiB, 29.89 W
2026/06/02 01:00:36.254, 0, 36 %, 25 %, 1802 MiB, 196.74 W
2026/06/02 01:00:36.254, 1, 0 %, 0 %, 18 MiB, 29.82 W
2026/06/02 01:00:37.255, 0, 38 %, 25 %, 1802 MiB, 183.99 W
2026/06/02 01:00:37.256, 1, 0 %, 0 %, 18 MiB, 29.15 W
2026/06/02 01:00:38.256, 0, 37 %, 25 %, 1802 MiB, 200.70 W
2026/06/02 01:00:38.257, 1, 0 %, 0 %, 18 MiB, 28.78 W
2026/06/02 01:00:39.258, 0, 37 %, 25 %, 1802 MiB, 202.59 W
2026/06/02 01:00:39.259, 1, 0 %, 0 %, 18 MiB, 28.96 W
2026/06/02 01:00:40.260, 0, 38 %, 25 %, 1802 MiB, 185.94 W
2026/06/02 01:00:40.261, 1, 0 %, 0 %, 18 MiB, 29.29 W
2026/06/02 01:00:41.261, 0, 39 %, 25 %, 1802 MiB, 173.55 W
2026/06/02 01:00:41.262, 1, 0 %, 0 %, 18 MiB, 28.82 W
2026/06/02 01:00:42.263, 0, 37 %, 24 %, 1802 MiB, 170.26 W
2026/06/02 01:00:42.263, 1, 0 %, 0 %, 18 MiB, 28.37 W
2026/06/02 01:00:43.264, 0, 37 %, 24 %, 1802 MiB, 169.35 W
2026/06/02 01:00:43.265, 1, 0 %, 0 %, 18 MiB, 28.53 W
2026/06/02 01:00:44.266, 0, 31 %, 20 %, 1802 MiB, 169.32 W
2026/06/02 01:00:44.266, 1, 0 %, 0 %, 18 MiB, 28.44 W
2026/06/02 01:00:45.267, 0, 37 %, 25 %, 1802 MiB, 175.97 W
2026/06/02 01:00:45.268, 1, 0 %, 0 %, 18 MiB, 28.52 W
2026/06/02 01:00:46.269, 0, 36 %, 24 %, 1802 MiB, 180.51 W
2026/06/02 01:00:46.269, 1, 0 %, 0 %, 18 MiB, 28.66 W
2026/06/02 01:00:47.270, 0, 35 %, 24 %, 1802 MiB, 192.94 W
2026/06/02 01:00:47.271, 1, 0 %, 0 %, 18 MiB, 28.86 W
2026/06/02 01:00:48.271, 0, 33 %, 23 %, 1802 MiB, 198.41 W
2026/06/02 01:00:48.272, 1, 0 %, 0 %, 18 MiB, 29.20 W
2026/06/02 01:00:49.273, 0, 36 %, 24 %, 1802 MiB, 174.82 W
2026/06/02 01:00:49.274, 1, 0 %, 0 %, 18 MiB, 28.96 W
2026/06/02 01:00:50.274, 0, 36 %, 24 %, 1802 MiB, 168.33 W
2026/06/02 01:00:50.275, 1, 0 %, 0 %, 18 MiB, 28.41 W
2026/06/02 01:00:51.276, 0, 32 %, 21 %, 1802 MiB, 168.20 W
2026/06/02 01:00:51.277, 1, 0 %, 0 %, 18 MiB, 28.58 W
2026/06/02 01:00:52.277, 0, 50 %, 28 %, 1802 MiB, 185.39 W
2026/06/02 01:00:52.278, 1, 0 %, 0 %, 18 MiB, 28.75 W
2026/06/02 01:00:53.279, 0, 36 %, 25 %, 1802 MiB, 198.12 W
2026/06/02 01:00:53.280, 1, 0 %, 0 %, 18 MiB, 29.21 W
2026/06/02 01:00:54.280, 0, 37 %, 24 %, 1802 MiB, 190.83 W
2026/06/02 01:00:54.281, 1, 0 %, 0 %, 18 MiB, 29.47 W
2026/06/02 01:00:55.282, 0, 38 %, 25 %, 1802 MiB, 172.37 W
2026/06/02 01:00:55.282, 1, 0 %, 0 %, 18 MiB, 28.93 W
2026/06/02 01:00:56.283, 0, 37 %, 24 %, 1802 MiB, 168.46 W
2026/06/02 01:00:56.284, 1, 0 %, 0 %, 18 MiB, 28.52 W
2026/06/02 01:00:57.285, 0, 38 %, 25 %, 1802 MiB, 168.16 W
2026/06/02 01:00:57.285, 1, 0 %, 0 %, 18 MiB, 28.64 W
2026/06/02 01:00:58.286, 0, 32 %, 20 %, 1802 MiB, 169.03 W
2026/06/02 01:00:58.286, 1, 0 %, 0 %, 18 MiB, 28.65 W
2026/06/02 01:00:59.287, 0, 37 %, 24 %, 1802 MiB, 171.95 W
2026/06/02 01:00:59.288, 1, 0 %, 0 %, 18 MiB, 28.30 W
2026/06/02 01:01:00.289, 0, 37 %, 24 %, 1802 MiB, 168.43 W
2026/06/02 01:01:00.290, 1, 0 %, 0 %, 18 MiB, 28.47 W
2026/06/02 01:01:01.291, 0, 38 %, 25 %, 1802 MiB, 168.29 W
2026/06/02 01:01:01.292, 1, 0 %, 0 %, 18 MiB, 28.49 W
2026/06/02 01:01:02.292, 0, 38 %, 25 %, 1802 MiB, 171.70 W
2026/06/02 01:01:02.293, 1, 0 %, 0 %, 18 MiB, 28.56 W
2026/06/02 01:01:03.294, 0, 38 %, 25 %, 1802 MiB, 168.75 W
2026/06/02 01:01:03.295, 1, 0 %, 0 %, 18 MiB, 28.66 W
2026/06/02 01:01:04.296, 0, 37 %, 24 %, 1802 MiB, 170.02 W
2026/06/02 01:01:04.296, 1, 0 %, 0 %, 18 MiB, 28.79 W
2026/06/02 01:01:05.297, 0, 31 %, 21 %, 1802 MiB, 168.97 W
2026/06/02 01:01:05.298, 1, 0 %, 0 %, 18 MiB, 28.73 W
2026/06/02 01:01:06.299, 0, 37 %, 24 %, 1802 MiB, 172.03 W
2026/06/02 01:01:06.299, 1, 0 %, 0 %, 18 MiB, 28.97 W
2026/06/02 01:01:07.300, 0, 37 %, 24 %, 1802 MiB, 168.73 W
2026/06/02 01:01:07.301, 1, 0 %, 0 %, 18 MiB, 28.79 W
2026/06/02 01:01:08.301, 0, 37 %, 25 %, 1802 MiB, 170.20 W
2026/06/02 01:01:08.302, 1, 0 %, 0 %, 18 MiB, 28.60 W
2026/06/02 01:01:09.303, 0, 37 %, 25 %, 1802 MiB, 171.95 W
2026/06/02 01:01:09.303, 1, 0 %, 0 %, 18 MiB, 28.46 W
2026/06/02 01:01:10.304, 0, 37 %, 25 %, 1802 MiB, 168.75 W
2026/06/02 01:01:10.305, 1, 0 %, 0 %, 18 MiB, 28.55 W
2026/06/02 01:01:11.305, 0, 50 %, 25 %, 1802 MiB, 182.24 W
2026/06/02 01:01:11.306, 1, 0 %, 0 %, 18 MiB, 28.81 W
2026/06/02 01:01:12.307, 0, 36 %, 25 %, 1802 MiB, 202.39 W
2026/06/02 01:01:12.308, 1, 0 %, 0 %, 18 MiB, 29.33 W
2026/06/02 01:01:13.309, 0, 36 %, 24 %, 1802 MiB, 189.77 W
2026/06/02 01:01:13.310, 1, 0 %, 0 %, 18 MiB, 29.40 W
2026/06/02 01:01:14.311, 0, 36 %, 25 %, 1802 MiB, 196.62 W
2026/06/02 01:01:14.311, 1, 0 %, 0 %, 18 MiB, 29.31 W
2026/06/02 01:01:15.312, 0, 38 %, 26 %, 1802 MiB, 200.48 W
2026/06/02 01:01:15.313, 1, 0 %, 0 %, 18 MiB, 29.31 W
2026/06/02 01:01:16.313, 0, 38 %, 25 %, 1802 MiB, 186.89 W
2026/06/02 01:01:16.314, 1, 0 %, 0 %, 18 MiB, 29.50 W
2026/06/02 01:01:17.315, 0, 37 %, 24 %, 1802 MiB, 167.84 W
2026/06/02 01:01:17.315, 1, 0 %, 0 %, 18 MiB, 29.08 W
2026/06/02 01:01:18.316, 0, 38 %, 25 %, 1802 MiB, 168.49 W
2026/06/02 01:01:18.317, 1, 0 %, 0 %, 18 MiB, 28.64 W
2026/06/02 01:01:19.317, 0, 30 %, 20 %, 1802 MiB, 168.21 W
2026/06/02 01:01:19.318, 1, 0 %, 0 %, 18 MiB, 28.34 W
2026/06/02 01:01:20.319, 0, 37 %, 24 %, 1802 MiB, 171.52 W
2026/06/02 01:01:20.319, 1, 0 %, 0 %, 18 MiB, 28.61 W
2026/06/02 01:01:21.320, 0, 37 %, 25 %, 1802 MiB, 168.66 W
2026/06/02 01:01:21.321, 1, 0 %, 0 %, 18 MiB, 28.48 W
2026/06/02 01:01:22.322, 0, 37 %, 24 %, 1802 MiB, 168.49 W
2026/06/02 01:01:22.323, 1, 0 %, 0 %, 18 MiB, 28.57 W
2026/06/02 01:01:23.324, 0, 37 %, 25 %, 1802 MiB, 171.48 W
2026/06/02 01:01:23.325, 1, 0 %, 0 %, 18 MiB, 28.63 W
2026/06/02 01:01:24.326, 0, 37 %, 24 %, 1802 MiB, 168.70 W
2026/06/02 01:01:24.327, 1, 0 %, 0 %, 18 MiB, 28.65 W
2026/06/02 01:01:25.327, 0, 37 %, 25 %, 1802 MiB, 169.14 W
2026/06/02 01:01:25.328, 1, 0 %, 0 %, 18 MiB, 28.80 W
2026/06/02 01:01:26.329, 0, 31 %, 21 %, 1802 MiB, 169.22 W
2026/06/02 01:01:26.330, 1, 0 %, 0 %, 18 MiB, 29.02 W
2026/06/02 01:01:27.330, 0, 37 %, 24 %, 1802 MiB, 171.10 W
2026/06/02 01:01:27.331, 1, 0 %, 0 %, 18 MiB, 28.40 W
2026/06/02 01:01:28.332, 0, 37 %, 24 %, 1802 MiB, 169.56 W
2026/06/02 01:01:28.332, 1, 0 %, 0 %, 18 MiB, 28.58 W
2026/06/02 01:01:29.333, 0, 37 %, 25 %, 1802 MiB, 168.56 W
2026/06/02 01:01:29.334, 1, 0 %, 0 %, 18 MiB, 28.66 W
2026/06/02 01:01:30.335, 0, 37 %, 25 %, 1802 MiB, 188.40 W
2026/06/02 01:01:30.335, 1, 0 %, 0 %, 18 MiB, 29.00 W
2026/06/02 01:01:31.336, 0, 36 %, 24 %, 1802 MiB, 198.13 W
2026/06/02 01:01:31.337, 1, 0 %, 0 %, 18 MiB, 29.45 W
2026/06/02 01:01:32.337, 0, 37 %, 24 %, 1802 MiB, 184.81 W
2026/06/02 01:01:32.338, 1, 0 %, 0 %, 18 MiB, 29.39 W
2026/06/02 01:01:33.339, 0, 38 %, 25 %, 1802 MiB, 168.79 W
2026/06/02 01:01:33.340, 1, 0 %, 0 %, 18 MiB, 28.39 W
2026/06/02 01:01:34.340, 0, 37 %, 24 %, 1802 MiB, 168.26 W
2026/06/02 01:01:34.341, 1, 0 %, 0 %, 18 MiB, 28.76 W
2026/06/02 01:01:35.342, 0, 37 %, 25 %, 1802 MiB, 168.71 W
2026/06/02 01:01:35.343, 1, 0 %, 0 %, 18 MiB, 28.63 W
2026/06/02 01:01:36.344, 0, 31 %, 20 %, 1802 MiB, 169.62 W
2026/06/02 01:01:36.344, 1, 0 %, 0 %, 18 MiB, 28.74 W
2026/06/02 01:01:37.345, 0, 37 %, 24 %, 1802 MiB, 172.64 W
2026/06/02 01:01:37.346, 1, 0 %, 0 %, 18 MiB, 28.72 W
2026/06/02 01:01:38.347, 0, 37 %, 24 %, 1802 MiB, 168.43 W
2026/06/02 01:01:38.347, 1, 0 %, 0 %, 18 MiB, 28.56 W
2026/06/02 01:01:39.348, 0, 37 %, 24 %, 1802 MiB, 168.88 W
2026/06/02 01:01:39.348, 1, 0 %, 0 %, 18 MiB, 28.48 W
2026/06/02 01:01:40.349, 0, 37 %, 25 %, 1802 MiB, 171.47 W
2026/06/02 01:01:40.350, 1, 0 %, 0 %, 18 MiB, 28.73 W
2026/06/02 01:01:41.351, 0, 37 %, 24 %, 1802 MiB, 168.16 W
2026/06/02 01:01:41.351, 1, 0 %, 0 %, 18 MiB, 28.36 W
2026/06/02 01:01:42.352, 0, 37 %, 24 %, 1802 MiB, 168.91 W
2026/06/02 01:01:42.353, 1, 0 %, 0 %, 18 MiB, 28.59 W
2026/06/02 01:01:43.354, 0, 31 %, 20 %, 1802 MiB, 174.23 W
2026/06/02 01:01:43.354, 1, 0 %, 0 %, 18 MiB, 28.73 W
2026/06/02 01:01:44.355, 0, 37 %, 25 %, 1802 MiB, 180.79 W
2026/06/02 01:01:44.361, 1, 0 %, 0 %, 18 MiB, 28.89 W
2026/06/02 01:01:45.362, 0, 37 %, 24 %, 1802 MiB, 172.90 W
2026/06/02 01:01:45.362, 1, 0 %, 0 %, 18 MiB, 28.82 W
2026/06/02 01:01:46.363, 0, 37 %, 25 %, 1802 MiB, 168.93 W
2026/06/02 01:01:46.364, 1, 0 %, 0 %, 18 MiB, 28.63 W
2026/06/02 01:01:47.364, 0, 30 %, 20 %, 1802 MiB, 168.34 W
2026/06/02 01:01:47.365, 1, 0 %, 0 %, 18 MiB, 28.63 W
2026/06/02 01:01:48.366, 0, 37 %, 24 %, 1802 MiB, 170.56 W
2026/06/02 01:01:48.367, 1, 0 %, 0 %, 18 MiB, 28.50 W
2026/06/02 01:01:49.367, 0, 35 %, 24 %, 1802 MiB, 185.02 W
2026/06/02 01:01:49.368, 1, 0 %, 0 %, 18 MiB, 28.77 W
2026/06/02 01:01:50.369, 0, 30 %, 21 %, 1802 MiB, 198.58 W
2026/06/02 01:01:50.369, 1, 0 %, 0 %, 18 MiB, 28.77 W
2026/06/02 01:01:51.370, 0, 37 %, 25 %, 1802 MiB, 189.93 W
2026/06/02 01:01:51.370, 1, 0 %, 0 %, 18 MiB, 29.24 W
2026/06/02 01:01:52.371, 0, 37 %, 24 %, 1802 MiB, 167.74 W
2026/06/02 01:01:52.372, 1, 0 %, 0 %, 18 MiB, 29.22 W
2026/06/02 01:01:53.372, 0, 38 %, 25 %, 1802 MiB, 168.41 W
2026/06/02 01:01:53.373, 1, 0 %, 0 %, 18 MiB, 28.72 W
2026/06/02 01:01:54.374, 0, 39 %, 25 %, 1802 MiB, 171.69 W
2026/06/02 01:01:54.375, 1, 0 %, 0 %, 18 MiB, 28.41 W
2026/06/02 01:01:55.376, 0, 37 %, 24 %, 1802 MiB, 168.23 W
2026/06/02 01:01:55.377, 1, 0 %, 0 %, 18 MiB, 28.66 W
2026/06/02 01:01:56.378, 0, 38 %, 25 %, 1802 MiB, 168.46 W
2026/06/02 01:01:56.378, 1, 0 %, 0 %, 18 MiB, 28.33 W
2026/06/02 01:01:57.379, 0, 32 %, 21 %, 1802 MiB, 169.66 W
2026/06/02 01:01:57.380, 1, 0 %, 0 %, 18 MiB, 28.52 W
2026/06/02 01:01:58.380, 0, 37 %, 24 %, 1802 MiB, 171.25 W
2026/06/02 01:01:58.381, 1, 0 %, 0 %, 18 MiB, 28.45 W
2026/06/02 01:01:59.382, 0, 37 %, 24 %, 1802 MiB, 168.49 W
2026/06/02 01:01:59.382, 1, 0 %, 0 %, 18 MiB, 28.53 W
2026/06/02 01:02:00.383, 0, 38 %, 25 %, 1802 MiB, 169.29 W
2026/06/02 01:02:00.384, 1, 0 %, 0 %, 18 MiB, 28.56 W
2026/06/02 01:02:01.385, 0, 38 %, 25 %, 1802 MiB, 172.07 W
2026/06/02 01:02:01.385, 1, 0 %, 0 %, 18 MiB, 28.60 W
2026/06/02 01:02:02.386, 0, 37 %, 24 %, 1802 MiB, 168.67 W
2026/06/02 01:02:02.387, 1, 0 %, 0 %, 18 MiB, 28.39 W
2026/06/02 01:02:03.387, 0, 36 %, 23 %, 1802 MiB, 168.45 W
2026/06/02 01:02:03.388, 1, 0 %, 0 %, 18 MiB, 29.10 W
2026/06/02 01:02:04.389, 0, 31 %, 21 %, 1802 MiB, 168.47 W
2026/06/02 01:02:04.390, 1, 0 %, 0 %, 18 MiB, 28.98 W
2026/06/02 01:02:05.390, 0, 37 %, 24 %, 1802 MiB, 169.70 W
2026/06/02 01:02:05.391, 1, 0 %, 0 %, 18 MiB, 28.93 W
2026/06/02 01:02:06.392, 0, 38 %, 25 %, 1802 MiB, 169.93 W
2026/06/02 01:02:06.393, 1, 0 %, 0 %, 18 MiB, 28.82 W
2026/06/02 01:02:07.394, 0, 38 %, 25 %, 1802 MiB, 169.32 W
2026/06/02 01:02:07.394, 1, 0 %, 0 %, 18 MiB, 28.80 W
2026/06/02 01:02:08.395, 0, 41 %, 26 %, 1802 MiB, 185.98 W
2026/06/02 01:02:08.396, 1, 0 %, 0 %, 18 MiB, 28.95 W
2026/06/02 01:02:09.397, 0, 36 %, 24 %, 1802 MiB, 197.46 W
2026/06/02 01:02:09.398, 1, 0 %, 0 %, 18 MiB, 29.78 W
2026/06/02 01:02:10.398, 0, 38 %, 25 %, 1802 MiB, 193.34 W
2026/06/02 01:02:10.399, 1, 0 %, 0 %, 18 MiB, 29.59 W
2026/06/02 01:02:11.400, 0, 38 %, 25 %, 1802 MiB, 171.54 W
2026/06/02 01:02:11.400, 1, 0 %, 0 %, 18 MiB, 29.29 W
2026/06/02 01:02:12.401, 0, 37 %, 24 %, 1802 MiB, 167.55 W
2026/06/02 01:02:12.402, 1, 0 %, 0 %, 18 MiB, 28.76 W
2026/06/02 01:02:13.402, 0, 37 %, 24 %, 1802 MiB, 169.26 W
2026/06/02 01:02:13.403, 1, 0 %, 0 %, 18 MiB, 28.67 W
2026/06/02 01:02:14.404, 0, 31 %, 20 %, 1802 MiB, 168.48 W
2026/06/02 01:02:14.404, 1, 0 %, 0 %, 18 MiB, 28.52 W
2026/06/02 01:02:15.405, 0, 37 %, 24 %, 1802 MiB, 171.68 W
2026/06/02 01:02:15.406, 1, 0 %, 0 %, 18 MiB, 28.89 W
2026/06/02 01:02:16.407, 0, 37 %, 24 %, 1802 MiB, 167.77 W
2026/06/02 01:02:16.408, 1, 0 %, 0 %, 18 MiB, 28.67 W
2026/06/02 01:02:17.408, 0, 37 %, 25 %, 1802 MiB, 168.93 W
2026/06/02 01:02:17.410, 1, 0 %, 0 %, 18 MiB, 28.90 W
2026/06/02 01:02:18.410, 0, 37 %, 24 %, 1802 MiB, 171.43 W
2026/06/02 01:02:18.411, 1, 0 %, 0 %, 18 MiB, 28.68 W
2026/06/02 01:02:19.412, 0, 37 %, 25 %, 1802 MiB, 169.48 W
2026/06/02 01:02:19.412, 1, 0 %, 0 %, 18 MiB, 28.71 W
2026/06/02 01:02:20.413, 0, 37 %, 24 %, 1802 MiB, 169.24 W
2026/06/02 01:02:20.414, 1, 0 %, 0 %, 18 MiB, 28.73 W
2026/06/02 01:02:21.415, 0, 31 %, 21 %, 1802 MiB, 168.97 W
2026/06/02 01:02:21.415, 1, 0 %, 0 %, 18 MiB, 28.77 W
2026/06/02 01:02:22.416, 0, 37 %, 25 %, 1802 MiB, 168.70 W
2026/06/02 01:02:22.417, 1, 0 %, 0 %, 18 MiB, 28.56 W
2026/06/02 01:02:23.417, 0, 37 %, 24 %, 1802 MiB, 169.04 W
2026/06/02 01:02:23.418, 1, 0 %, 0 %, 18 MiB, 28.98 W
2026/06/02 01:02:24.419, 0, 38 %, 25 %, 1802 MiB, 168.64 W
2026/06/02 01:02:24.419, 1, 0 %, 0 %, 18 MiB, 28.50 W
2026/06/02 01:02:25.420, 0, 38 %, 25 %, 1802 MiB, 174.96 W
2026/06/02 01:02:25.421, 1, 0 %, 0 %, 18 MiB, 28.66 W
2026/06/02 01:02:26.422, 0, 38 %, 25 %, 1802 MiB, 172.13 W
2026/06/02 01:02:26.422, 1, 0 %, 0 %, 18 MiB, 28.56 W
2026/06/02 01:02:27.423, 0, 32 %, 13 %, 1802 MiB, 170.64 W
2026/06/02 01:02:27.424, 1, 0 %, 0 %, 18 MiB, 28.71 W
2026/06/02 01:02:28.425, 0, 0 %, 0 %, 1802 MiB, 97.96 W
2026/06/02 01:02:28.425, 1, 0 %, 0 %, 18 MiB, 28.98 W
2026/06/02 01:02:29.426, 0, 0 %, 0 %, 1859 MiB, 79.72 W
2026/06/02 01:02:29.426, 1, 0 %, 0 %, 28 MiB, 57.22 W
2026/06/02 01:02:30.427, 0, 1 %, 0 %, 2057 MiB, 84.50 W
2026/06/02 01:02:30.428, 1, 0 %, 0 %, 28 MiB, 68.24 W
2026/06/02 01:02:31.429, 0, 6 %, 1 %, 2057 MiB, 85.36 W
2026/06/02 01:02:31.430, 1, 0 %, 0 %, 28 MiB, 68.26 W
2026/06/02 01:02:32.430, 0, 5 %, 1 %, 2057 MiB, 85.24 W
2026/06/02 01:02:32.431, 1, 0 %, 0 %, 28 MiB, 68.06 W
2026/06/02 01:02:33.432, 0, 8 %, 2 %, 2057 MiB, 86.50 W
2026/06/02 01:02:33.432, 1, 0 %, 0 %, 28 MiB, 62.01 W
2026/06/02 01:02:34.433, 0, 6 %, 1 %, 2057 MiB, 86.05 W
2026/06/02 01:02:34.434, 1, 0 %, 0 %, 28 MiB, 43.35 W
2026/06/02 01:02:35.434, 0, 5 %, 1 %, 2057 MiB, 85.78 W
2026/06/02 01:02:35.435, 1, 0 %, 0 %, 28 MiB, 29.75 W
2026/06/02 01:02:36.436, 0, 3 %, 1 %, 2057 MiB, 85.43 W
2026/06/02 01:02:36.437, 1, 0 %, 0 %, 28 MiB, 28.82 W
2026/06/02 01:02:37.437, 0, 5 %, 1 %, 2057 MiB, 85.41 W
2026/06/02 01:02:37.438, 1, 0 %, 0 %, 28 MiB, 28.67 W
2026/06/02 01:02:38.439, 0, 5 %, 1 %, 2057 MiB, 84.77 W
2026/06/02 01:02:38.440, 1, 0 %, 0 %, 28 MiB, 28.70 W
2026/06/02 01:02:39.441, 0, 6 %, 1 %, 2057 MiB, 85.68 W
2026/06/02 01:02:39.442, 1, 0 %, 0 %, 28 MiB, 28.43 W
2026/06/02 01:02:40.442, 0, 6 %, 1 %, 2057 MiB, 85.31 W
2026/06/02 01:02:40.443, 1, 0 %, 0 %, 28 MiB, 28.47 W
2026/06/02 01:02:41.444, 0, 9 %, 2 %, 2057 MiB, 86.54 W
2026/06/02 01:02:41.445, 1, 0 %, 0 %, 28 MiB, 28.60 W
2026/06/02 01:02:42.445, 0, 2 %, 0 %, 2057 MiB, 85.28 W
2026/06/02 01:02:42.446, 1, 0 %, 0 %, 28 MiB, 28.67 W
2026/06/02 01:02:43.447, 0, 3 %, 1 %, 2057 MiB, 85.17 W
2026/06/02 01:02:43.447, 1, 0 %, 0 %, 28 MiB, 28.44 W
2026/06/02 01:02:44.448, 0, 8 %, 2 %, 2057 MiB, 85.76 W
2026/06/02 01:02:44.449, 1, 0 %, 0 %, 28 MiB, 28.54 W
2026/06/02 01:02:45.450, 0, 7 %, 2 %, 2057 MiB, 85.54 W
2026/06/02 01:02:45.450, 1, 0 %, 0 %, 28 MiB, 28.53 W
2026/06/02 01:02:46.451, 0, 0 %, 0 %, 2057 MiB, 83.37 W
2026/06/02 01:02:46.452, 1, 0 %, 0 %, 28 MiB, 28.67 W
